narwhal_id	time_start	time_end	duration	dive_phase	meets_criteria	notes
asgeir	2018-08-26 15:46:58.0	2018-08-26 15:47:14.4	0:00:16	bottom	Y	
asgeir	2018-08-26 15:39:03.3	2018-08-26 15:39:10.0	0:00:07	subsurface	N	
asgeir	2018-08-26 15:34:03.4	2018-08-26 15:34:13.1	0:00:10	subsurface	N	
asgeir	2018-08-26 15:04:59.3	2018-08-26 15:05:07.9	0:00:09	bottom	Y	
asgeir	2018-08-26 14:46:40.8	2018-08-26 14:47:32.3	0:00:52	bottom	Y	
asgeir	2018-08-26 14:45:53.1	2018-08-26 14:46:01.4	0:00:08	bottom	Y	
asgeir	2018-08-26 14:44:02.8	2018-08-26 14:44:11.5	0:00:09	bottom	Y	
asgeir	2018-08-26 14:31:10.7	2018-08-26 14:31:20.1	0:00:09	bottom	N	
asgeir	2018-08-26 14:30:43.8	2018-08-26 14:30:51.5	0:00:08	bottom	N	
asgeir	2018-08-26 14:24:07.1	2018-08-26 14:24:17.6	0:00:11	bottom	N	
asgeir	2018-08-26 12:49:47.0	2018-08-26 12:49:51.6	0:00:05	bottom	N	
asgeir	2018-08-26 12:48:29.2	2018-08-26 12:48:34.9	0:00:06	bottom	N	
asgeir	2018-08-26 12:37:22.6	2018-08-26 12:37:27.6	0:00:05	bottom	N	
asgeir	2018-08-26 10:29:34.9	2018-08-26 10:29:52.3	0:00:17	bottom	N	
asgeir	2018-08-26 10:28:06.0	2018-08-26 10:28:28.9	0:00:23	bottom	N	
asgeir	2018-08-26 10:05:45.4	2018-08-26 10:05:50.7	0:00:05	bottom	N	
asgeir	2018-08-26 09:17:35.8	2018-08-26 09:17:56.1	0:00:20	descent	N	
asgeir	2018-08-26 08:33:38.0	2018-08-26 08:33:56.5	0:00:19	subsurface	N	
asgeir	2018-08-26 06:36:24.6	2018-08-26 06:36:49.2	0:00:25	bottom	N	
asgeir	2018-08-26 06:11:51.0	2018-08-26 06:12:14.8	0:00:24	bottom	N	
asgeir	2018-08-26 06:06:55.2	2018-08-26 06:07:09.1	0:00:14	descent	N	
asgeir	2018-08-26 04:50:44.8	2018-08-26 04:51:19.0	0:00:34	subsurface	N	paired with 2 rows long subsurface motionless periiod 
asgeir	2018-08-26 04:50:20.0	2018-08-26 04:50:37.0	0:00:17	subsurface	N	paired with 2 rows long subsurface motionless periiod 
asgeir	2018-08-26 04:41:00.2	2018-08-26 04:41:53.0	0:00:53	subsurface	N	
asgeir	2018-08-26 04:32:09.9	2018-08-26 04:32:24.3	0:00:14	subsurface	N	
asgeir	2018-08-26 04:31:49.1	2018-08-26 04:31:59.1	0:00:10	subsurface	N	
asgeir	2018-08-26 03:56:27.9	2018-08-26 03:56:37.5	0:00:10	ascent	N	
asgeir	2018-08-26 03:47:18.9	2018-08-26 03:47:45.8	0:00:27	descent	N	
asgeir	2018-08-26 03:30:05.9	2018-08-26 03:30:28.1	0:00:22	bottom	N	
asgeir	2018-08-26 03:27:48.8	2018-08-26 03:27:58.1	0:00:09	bottom	N	
asgeir	2018-08-26 03:25:03.3	2018-08-26 03:25:24.5	0:00:21	bottom	N	
asgeir	2018-08-26 03:21:16.3	2018-08-26 03:24:01.4	0:02:45	descent	N	long gliding descent 
asgeir	2018-08-26 03:04:46.5	2018-08-26 03:04:59.3	0:00:13	bottom	N	
asgeir	2018-08-26 02:35:02.8	2018-08-26 02:37:46.9	0:02:44	descent	N	long gliding descent 
asgeir	2018-08-26 01:43:07.4	2018-08-26 01:43:17.2	0:00:10	bottom	N	
asgeir	2018-08-26 01:41:44.0	2018-08-26 01:42:00.8	0:00:17	bottom	N	
asgeir	2018-08-26 01:41:29.8	2018-08-26 01:41:43.5	0:00:14	bottom	N	
asgeir	2018-08-26 01:38:19.6	2018-08-26 01:39:33.9	0:01:14	descent	N	long gliding descent 
asgeir	2018-08-26 01:24:17.0	2018-08-26 01:24:23.2	0:00:06	bottom	N	
asgeir	2018-08-26 01:04:31.1	2018-08-26 01:04:37.1	0:00:06	bottom	N	
asgeir	2018-08-26 01:03:04.9	2018-08-26 01:03:15.4	0:00:11	bottom	N	
asgeir	2018-08-26 00:56:20.3	2018-08-26 00:56:38.6	0:00:18	descent	N	
asgeir	2018-08-26 00:45:01.4	2018-08-26 00:45:11.9	0:00:11	bottom	N	57 seconds total with 5 rows combined
asgeir	2018-08-26 00:42:39.2	2018-08-26 00:42:46.7	0:00:08	bottom	N	57 seconds total with 5 rows combined
asgeir	2018-08-26 00:42:24.3	2018-08-26 00:42:34.8	0:00:11	bottom	N	57 seconds total with 5 rows combined
asgeir	2018-08-26 00:38:01.7	2018-08-26 00:38:19.2	0:00:18	bottom	N	57 seconds total with 5 rows combined
asgeir	2018-08-26 00:39:13.9	2018-08-26 00:39:22.6	0:00:09	bottom	N	57 seconds total with 5 rows combined
asgeir	2018-08-25 23:21:46.5	2018-08-25 23:22:00.9	0:00:14	bottom	N	
asgeir	2018-08-25 23:20:14.6	2018-08-25 23:20:27.5	0:00:13	bottom	N	
asgeir	2018-08-25 23:18:47.8	2018-08-25 23:19:01.2	0:00:13	bottom	N	
asgeir	2018-08-25 23:15:04.9	2018-08-25 23:16:58.1	0:01:53	descent	N	long descending glide
asgeir	2018-08-25 22:13:00.5	2018-08-25 22:13:06.0	0:00:06	bottom	N	
asgeir	2018-08-25 22:11:52.3	2018-08-25 22:12:10.0	0:00:18	bottom	N	
